CourseCode,Experience,Improvement,Interesting,Practical,FairGradingCourse,GainedNewSkills,ManageableWorkloadCourse,FirstName,LastName,CourseDescription,CreatedAt
COR1305,"Proj Manoj is great. He will literally stop his teaching just to go back to previous topics if you have a hard time understanding the concept. To a certain extent, having prior knowledge of excel will give you an edge, but if you don't have it, then you should keep practicing to familiarise yourself with the excel functions.",nil,False,False,False,False,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-28T10:53:45+08:00
COR1305,Overall a very useful mod to pick up excel and modelling skills. Concepts from other modules may be repeated but applied in a different way. Finals was tough and workload may be high due to the group project.,-,True,True,True,True,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-27T22:40:29+08:00
COR1305,Very good experience learning the module because excel is a very popular tool in the every industry we can think of right now. The learning materials and teaching are very relevant and useful for internships.,NA,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-27T13:15:39+08:00
COR1305,Took it under Prof Koh. Do take note that your should have a strong stats and business foundation to follow the prof. Theres also some smux aspect as you need to find a real life company who are willing to give you their company data.,Bid together with a friend and preferably companies who might work with you in your mind,True,True,True,True,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-25T00:28:52+08:00
COR1305,Great module! Equips students with practical skills that is required in many jobs. Functions taught are rather basic but projects are herculean with IS students coding awesome stuff that should be taught in class as well.,More advanced content can be taught as screen recordings are offered and students can refer to them after class,True,True,False,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-24T21:49:52+08:00
COR1305,"Very useful skills to pick up, given that excel is still in use in many organisations. You'll come to understand just how powerful excel actually is and what it can do. The project may be rather heavy, so choose good teammates who you can work well with.",More practice papers which are at the level of difficulty of the final exam.,True,True,False,True,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-23T00:16:38+08:00
COR1305,"This course teaches us how to use excel function to sort and filter data. Since excel is the most basic software compared to python, this is something that you should pick up first. The function taught in class were complicated as first, but if you follow step by step, you will be able to understand and do up the formula easily.",nil,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-22T22:28:43+08:00
COR1305,Great experience! Learnt a lot in this module. Excel skills picked up in this module are very applicable. Highly recommend to pick it up! It will be important for you to have a good group as the project is quite heavy.,nil,True,True,False,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-22T15:40:40+08:00
COR1305,"project is hard but the other work load is easy. more about understanding the formulas and being able to apply them in the exam. better to bid with a group that you know, and have a company in mind that you want to utilise for the project. very practical skills taught though.",nil,False,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-21T15:10:31Z
COR1305,"The skills learnt during course are very practical and will be useful in the workforce. In addition, the grading is fair with continuous assessments to enable students to fare decently well in the module.",The workload highly depends on how good your groupmates are.,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-21T21:09:15+08:00
COR1305,"An interesting and useful module that teaches you slightly more than basic Excel. If you're completely new to Excel (like I was), it's recommended for you to self study the basic functions first because the pace of classes are very fast and if you're a relatively slower learner, you need to put in the extra hours to catch up with class content.",-,False,True,False,False,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-21T20:19:59+08:00
COR1305,"Taken AY20-21 Sem 2. Not an IS student and bidded alone. Scored A+ with consistent practice. It really isn't as scary as people say it is and I highly recommend it to everyone.  SMA is not an Excel 101 course. Not a math or programming course either (some knowledge of statistics and logic is helpful though). You will learn data analysis/visualisation/simulation techniques that show just how powerful and useful Excel is in optimising your workflow.  Simplicity is key for the project, you might be tempted to find a ton of real data but it's how you use it that counts. Final is challenging because of the limited time, but most people don't finish or pass the paper anyway so bell curve is not upset. Textbook not necessary.","The content is recycled every year (since 2008-9). It may actually be a good thing, since you can easily get past year practices from seniors.",True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-21T14:33:43+08:00
COR1305,"kiddos listen to me, take CAT, it will be the best decision you'll ever make in your life, thank me later. It'll really help you in your career or internship in the future.",,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-06-12T13:42:52+08:00
COR1305,The module was really interesting and i think really valuable for future work since we get to learn how to use excel effectively.,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-04-07T15:37:01+08:00
COR1305,Quite an essential skill for any student from any field or discipline. It'll just make you a lot more productive managing data even in your personal life.,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-03-29T16:17:18+08:00
COR1305,Before joining I heard this was a killer module and that's what the Prof told us as well on the first week. To be honest if you are doing consistent work and whatever extra they throw at you it should be fine all the way up till the finals. The finals itself is significantly more difficult than the other graded assignments or tests but still manageable.  The course itself should be very helpful if you don't have much experience in using Excel and helpful for working life too I'd imagine.  I also think students who have background in coding may find the concepts here easier to pick up.,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-29T20:03:55+08:00
COR1305,Super useful module that is applicable in real life! Highly recommended to take it up,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-14T16:47:02+08:00
COR1305,"It was personally quite challenging but I think if you practice diligently and persevere, this module should be okay.",,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-13T05:07:23+08:00
COR1305,Very useful mod. Although some of the worksheets are a bit old e.g. from 2005,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-11T15:52:47+08:00
COR1305,Manageable module... not as tough as it seems.,,True,True,True,True,True,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-10T16:59:09+08:00
COR1305,Very practical skill and useful for your future workplaces.,,False,True,False,True,False,Anonymous,,"In this course, students acquire practical skills (bridging technology and real-world situations) in modeling and resolving business problems using personal computers. With computers becoming essential tools for executives in most organisations, knowing how to effectively use them to solve problems will be very helpful in other business courses and the student's future professional career.ObjectivesUpon completing the course, students will• Know how to frame problems, and integrate various analytical skills (e.g. statistics and mathematics) to model and address management concerns.• Be comfortable with the personal computer, motivated to self-learn problem analysis computer tools and know where to get relevant information and system resources.• Be familiar with a variety of software solutions (e.g. add-ins) and gain competency in using a spreadsheet application as an analysis, model verification, simulation and management reporting tool.",2021-01-09T21:00:03+08:00
